package Sundance::rurban::2022; # -*- perl -*-
#!/usr/bin/perl
# Sundance 2022 Critics Ratings
# {'A+' => 10,  'A' => 9,   'A-' => 8,
#  'B+' => 7,   'B' => 6,   'B-' => 5,
#  'C+' => 4,   'C' => 3,   'C-' => 2,
#  'D+' => 1.5, 'D' => 1,   'D-' => 1,
#  'E+' => 0.5, 'E' => 0.5, 'E-' => 0.5,
#  'F+' => 0,   'F' => 0,   'F-' => 0};
# SLCWeekly: 0-4stars:
# 0.5 - 1.25, 1 - 2.5, 1.5 - 3.75, 2 -> 5, 2.5 - 6.25, 3 - 7.5, 3.5 - 8.75, 4 - 10

use utf8;
our $DATA= <<'EOF';

U.S. DRAMATIC COMPETITION

"892" (Abi Damaris Corbin) [U.S. Dramatic]
Peter Bradshaw    6    https://www.theguardian.com/film/2022/jan/21/892-review-john-boyega-holds-together-by-the-book-hostage-drama
Tim Grierson            https://www.screendaily.com/reviews/892-sundance-review/5166766.article
Elric Kane          7
SamuraiNak          7
Colton Van Til      7
Katy Wright         7
Josh                7   https://letterboxd.com/darthwoody/film/watcher/
spacecatz           7
S_N                 7
dylan russell       7   https://letterboxd.com/dubdillon/film/watcher/
Chris Daly          7
Travis Burgess      7   https://letterboxd.com/travisb6528/film/watcher/
filmvixen           7
Shikhar Verma       7   https://letterboxd.com/shikhar29/film/watcher/
Deepshikha Deb      7   https://letterboxd.com/deepshikha/film/watcher/
LifeOfTheMind       7
NeonGlow            7
ashleyy             7
Fabio Vera          7
Emily Scroggins     7
CarsonHiggins       7
Merrick Cipriani    7
Maria Gonzalez      7
vgl                 7
erin sullivan       7
Lex                 7
Daniel              7
Joe Palagonia       7   https://letterboxd.com/joepal32/film/watcher/
Kristen             7   https://letterboxd.com/coolgirlishot/film/watcher/
Taylor              7   https://letterboxd.com/taylor3p/film/watcher/
.com                7
Thomas Nassiff      7   https://letterboxd.com/thomasnassiff/film/watcher/
Eric Kuiper         7
Paul Lê             7
ScreenandPrint      7
Karl                7
rudyeot             7
Diogo Brüggemann    7
Colleen             7
NoahGittell         7
Kenneth_C           7
ZacharyBinx         7
chris rothe         7
keyontehrani        7
Nick_E              7
cbeaumont           7
Michael Guillot     7
Troy                7
mcmeinecke          7
Chris Miller        7
cawtneigh           7
Jaclyn S.           7
alisonjill          7
jaimepaco           7
Logan Weisberg      7
Joshua              7
Jack McDermott      7
Marco Andre         7
Brian Huff          7
Colin_Browning      7
James               7
Mitchell            7
grayson             7
Matt Myler          7
Ian Wilder          7
EGads               7
Judd Falcone        7
rallytoucan         7
zachman29           7
Tyler Walczak       7
rachael ogilvie     7
Hayden Koutras      7
Brett Myers         7
Kevin Wozniak       7
dck18               7
T_as_in_Troy        7
kate                7
sauce206            7
brentstiefel        7
andrew 🦇            7
spence__            7
AmandaTheJedi       7
blabbate            7
Henry Tannler       7
Jordy The Movie Guy 7
Michael Cortello    7
Codie               7
LeonNoel1016        7
JulioV              7
Aldrin              7
MrBoogedy           7
anna                7
mubles              7
Devon Torrey Bryant 7
miranda             7
brock 👀             7
Scott Shelton       7
emeline             7
josh                7
Kimberly Kern       7
bort8               7
Jonny_G             7
Tess                7
Jack Trash          7
Matt Lewis          7
mattphelps          7
Brendan Drewry      7
eduardo             7
Andrew Jupin        7
Travis              7
Emily               7
831FilmReviews      7
David Chen          7
rowierosen          7
CM Ruiz             7
Quinn Bailey        7
DaveMizsak          7
Salem               7
kylevee             7
Cass                7
Skye                7
pawnarocks          7
Jesse               7
LEGO_Shadow         7
Israellawton        7
Tasheena            7
nick                7
sssssuzy            7
Lately              7
Orli Spierer        7
david               7
aylahc              7
Kyle                7
CBMSt1              7
John Monroe Johnny Monroe 7
Mylia               7
derekcreilly        7
Andy                7
Ben Choate          7
Gavin Briscoe       7
Tyler Moore         7
Houston Murphy      7
chet246             7
Louis Day           7
Carraway            7
Cat_B               7
gio                 7
Andrew Pope         7
Sarah Stubbs        7
Eric Ellis          7
Kelsey              7
Trevor Brandt       7
Momoko Mom          7
Curt Wedin          7
Nate                7
Joe Lipsett         6
Smashleyv926        6
Bret                6
Leanna Jones        6   https://letterboxd.com/tr1n1ty3d/film/watcher/
Maggie Lovitt       6   https://letterboxd.com/maggieofthetown/film/watcher/
Nathan Kovar        6   https://letterboxd.com/nkovar/film/watcher/
Rosalie Kicks       6   https://letterboxd.com/rosaliekicks/film/watcher/
Alejandro Rodriguez 6
Benjamin Leonard    6   https://letterboxd.com/bjl1313/film/watcher/
Maria Clara Bruno   6
film_reviews101     6
Cptn.burger         6   https://letterboxd.com/joeyanick/film/watcher/
Ananda              6   https://letterboxd.com/ananda02/film/watcher/
Ksmith5500          6   https://letterboxd.com/ksmith5500/film/watcher/
Caitlin Dorsey      6
Nate Adams          6   https://letterboxd.com/theonlycritic/film/watcher/
jos__               6
Alana Wright        6
choffchoffman       6
Kyle Kastranec      6   https://letterboxd.com/kastranec/film/watcher/
Spencer Williams    6
Jorden Wade         6
RhysWolf            6
Kevin Ely           6
Doug Dickinson      6
Caitlin Dubs        6
Jordan Raup         6
geofflerer          6   https://letterboxd.com/geofflerer/film/watcher/
expectations        6
Nicole Stafford     6
masui               6
Patrick Devitt      6
Josh Lobo           6   https://letterboxd.com/josholobo/film/watcher/
MacDoesIt           6   https://letterboxd.com/macdoesit/film/watcher/
damonb2004          6
rp304               6
Sarah Evans         6   https://letterboxd.com/sarahpalin666/film/watcher/
Kelly Ng            6   https://letterboxd.com/itskellyng/film/watcher/
Isaac Feldberg      6
Brandon Fluhr       6
marspeak            6
Ezra Siegel         6
sophie              6
Justin Booker       6
Jim Lichtenwalter   6
Adelyn              6
Alex Horton         6
dreamsower          6
amato               6
Jackson             6   https://letterboxd.com/filmingjackson/film/watcher/
buttsoupcarlton     6
Luke                6   https://letterboxd.com/notadiscoball/film/watcher/
Austin              6
ElPatel             6   https://letterboxd.com/elpatel/film/watcher/
noradurst           6
Eren Odabasi        6
kyle                6
Cianan Allen-Meyer  6
Ethan               6
dylan boom          6
Casey               6
Mason               6
stonecoldkiefer     6
anabell1789         6
BrideOfBoogedy      6
SlasherReviews      6
Christoph Tunderson 6
KYK                 6
rfh1234             6
Tyler               6
Matthew Oliva       6
Matt_T              6
nicoledwyer03       6
Dylan Hoang         6
ambermmace          6
julienbaeza         6
Phallixander        6   https://letterboxd.com/phallixander/film/watcher/
Ty Knobloch         6
Zach DeLuca         6
AVirtuouspagan      6
Kenny Miles         6
Andrew              6
Clint Worthington   6
Jordan              6
dsackllah           6
jprice12            6
thedayofthedot      6
bphooks             6
Sara                6
Kyle Amato          6
Jacob               6
Cam                 6
Kevin Dando         6
Rory                6
Bree Soto           6
Keith Christen      6
Bella Chirico       6
Brett DiFranco      6
Daniel Hoag         6
nabeel              6
kstroom             6
gladev              6
Kindred Michael     6
NerdSoupAaron       6
disquisition        6
nmulani             6
emfeh               6
Julian              6
wulfgar111          6
Richie Owens        6
Matt Jacobs         5
Courtney Wightman   5   https://letterboxd.com/courtcoconey/film/watcher/
Kayla               5   https://letterboxd.com/kaylamarie3197/film/watcher/
Saxon Whitehead     5   https://letterboxd.com/saxonian/film/watcher/
Siegel™             5   https://letterboxd.com/siegel/film/watcher/
ndfrizzle           5
Anna Young          5
JROur               5
Jeffrey Zhang       5
Benjamin Lee        5
Hector Ha 🇵🇷        5
BurtonMacReady      5   https://letterboxd.com/burtonmacready/film/watcher/
jasonreicher        5
Carter Feuerhelm    5
cwileyy             5   https://letterboxd.com/cwileyy/film/watcher/
Annie Mae           5
Mel 🍒 🍋             5
Winserve            5   https://letterboxd.com/winserve/film/watcher/
max                 5
Austin_N            5   https://letterboxd.com/notmordecai/film/watcher/
Zach Shevich        5
bough               5
Bryce Marrero       5   https://letterboxd.com/bushido_bryce/film/watcher/
Gina                5
akerms              5   https://letterboxd.com/akerms/film/watcher/
leah                5
Juan                5
Colin White         5
Jacob Knight        5
adelinetaylorh      5
Brian Accardo       5
Andy Yen            5
Matt Zinnecker      5
Tiago Ribeiro       5
chris garcia        5
CozyRy              5
LiamJoeJohnston     5
Nick_H              5
Andrea Asuaje       5   https://letterboxd.com/aasuaje/film/watcher/
CalebWard           5
Nolan               5
Semina Rye          5
Kyle Kubler         5
Matt Orenstein      5
Corwyn              5
Blake Douglas       5
jjaydenbryant       5
Fart Cuban          5
Kody_H              5
charlie             5
Nick Moutsos        5
Sean Hillary        5
atessa              5
froggy 🌻            5
Christopher Cross   5
A.A. Dowd           5
ChrisFHD            5
sarah_elmahmoud     5
Karl Delossantos    5
Rev                 5
Nick Kush           5
Josh                5   https://letterboxd.com/darthwoody/film/watcher/
Scott Mueller       5
SWeidman122         5
Kevin Wright        5
tannerholcomb       5
Aubtin Heydari      5
Keegan Hewlett      5
MsDoxem             5
Jacob Aird          5
Laura               5
Doug Dickinson      5
HomelessBob         5
Nick Naney          5
epuglia             4   https://letterboxd.com/epuglia/film/watcher/
Karli               4
Tristan French      4   https://letterboxd.com/moviereviews100/film/watcher/
marty               4   https://letterboxd.com/noahdd/film/watcher/
valerie             4
Edward              4
xgrubbyx            4
JROur               4
Sean Boelman        4
Emily Hennefer      4   https://letterboxd.com/memilyd/film/watcher/
Mario Alegre        4
cmm6371             4
Carson Timar        4
AndrewBowers        4
Nicole Zeltzer      4
MRGarvey            4
Brian Solomon       4
cris🧃 @ sundance ‘22 4
Sammy               4
FoxyRussian         4
westboys            4
Eric Rowe           4
Greg                4
RyMG                4
marianist           4
pb4031              4
kaiya shunyata      4
Amanda Storey       4
Matt Neglia         4
Chris Robinson      4
Jared               4
derek               4
Caleb               4
Jason               4
keyboardonfire      4
Brett Arnold        4
Maria Silveira      3
Joshua Booker       3
Aaron Neuwirth      3
Rocko               3
Sma                 3
Gaslen              3
at34712             3
Nicolás Navarro     3
Nathan Young        3
Joey                3
penkalski           3
Geral               3
Elle Miche          2
deevo               2
mschwartz97         2
Killua⚡             2
James McRoy         2
lanbah              2
Eddie               2
Scott Kelston       2
calebwilliams       1
Lucas Yslas         1
Jeff                1

WORLD CINEMA DRAMATIC COMPETITION

"Brian and Charles" (Jim Archer, UK 2021) [World Dramatic]
#letterboxd
loquaciousmuse      9
Lou Thomas          7

"Dos estaciones" (Juan Pablo González, Mex) [World Dramatic]
#letterboxd
Mariana Mijares     5

"Gentle" (László Csuja, Hun) [World Dramatic]
#letterboxd
Pema                9   https://letterboxd.com/mowth/film/gentle-2022/
capichu             8
Billy Orlando       8
Luke                8   https://letterboxd.com/notadiscoball/film/gentle-2022/
Marya E. Gates      8   https://letterboxd.com/oldfilmsflicker/film/gentle-2022/
Allen Longstreet    8
Tyler Walczak       8
Travis Thomas       8
Keith Christen      8
HSMediaNerd         8
rileymcmackin       8
Gregory Foltynowicz 8
Shapstick           7
Weston Means        7   https://letterboxd.com/wmeans1/film/gentle-2022/
beenit              7
Victoria Murphy     7
Shaun Munro         7   https://letterboxd.com/shaneo632/film/gentle-2022/
alexbigman          7   https://letterboxd.com/alexbigman/film/gentle-2022/
Sir Emo Bunny       7
neekboyz            7
Kaczy_Mike          7
rackfocus           7
ElleDubbs           7
olnapkineye         7
SWeidman122         7   https://letterboxd.com/sweidman122/film/gentle-2022/
Cas Fenton          6
smalloceanwater     6   https://letterboxd.com/smalloceanwater/film/gentle-2022/
brentstiefel        6
Tony_Wagner         6
zachman29           6   https://letterboxd.com/zachman29/film/gentle-2022/
Sean Hillary        6
Phil Bogdan         6
ZacharyBinx         6   https://letterboxd.com/zacharybinx/film/gentle-2022/
Colin White         6
benhamine           6
miranda             6
BrighamTaylor       6
treyalderete        6
TheRenderer         6
Rachel              6
Mauricio Ribeiro    6
BloodyFootSex       6
Sebastian           6
Chris Feil          6
James Risk          6
Adrian Barber       5   https://letterboxd.com/boltonfilmfest/film/gentle-2022/
Andrew_M            5
inthedaylight       5
Nick Hoffman        5   https://letterboxd.com/hoffbeast/film/gentle-2022/
whoacialist         5   https://letterboxd.com/whoacialist/film/gentle-2022/
Connor_B            5   https://letterboxd.com/dailyfilmcritic/film/gentle-2022/
Jack                5
Zachary Culleton ☃️ 5   https://letterboxd.com/zculleton/film/gentle-2022/
April Bethea        5
Brianna             5
ImmigrantFilm       5
Salem               5
Matt Neglia         5
Joey                5
Bret                5
diego               4
Morgan              4   https://letterboxd.com/msmlroberts/film/gentle-2022/
Ernesto Diezmartinez 4
tishzka             4
Eren Odabasi        4
Amanda Alley        4
wulfgar111          4
Patrick Devitt      4
S_N                 3

"Girl Picture (Tytöt tytöt tytöt)" (Alli Haapasalo, Fin) [World Dramatic]
Ryan Lattanzio         https://www.indiewire.com/2022/01/girl-picture-trailer-sundance-1234688967/
#letterboxd
AmandaTheJedi       9
Mariana Mijares     8
SWICE               7
kullerkupp          6
kerem_akca          5

"Klondike (Клондайк)" (Maryna Er Gorbach, Ukr) [World Dramatic]
#letterboxd
d_wang              10   https://letterboxd.com/d_wang/film/klondike-2022/
Walter Neto         9   https://letterboxd.com/walternative/film/klondike-2022/
WillWrites          9
LDC88               9
Josh                9
Nathan Kovar        8   https://letterboxd.com/nkovar/film/klondike-2022/
gkelly_             8
Lou Thomas          8
Pema                8   https://letterboxd.com/mowth/film/klondike-2022/
Connor_B            8   https://letterboxd.com/dailyfilmcritic/film/klondike-2022/
Marya E. Gates      8   https://letterboxd.com/oldfilmsflicker/film/klondike-2022/
swatz777            8
jeseminx            8   https://letterboxd.com/jeseminx/film/klondike-2022/
lotsasheep          8
Sean Boelman        8
Adrian Barber       8   https://letterboxd.com/boltonfilmfest/film/klondike-2022/
Keegan Hewlett      8   https://letterboxd.com/keeganhewlett/film/klondike-2022/
produwrite          7
bluejayn            7
Collins Ezeanyim    7   https://letterboxd.com/cezeanyim/film/klondike-2022/
SERGIO MUÑOZ ESQUER 7
Braxton Reed        7
Julian              7
Matt Oakes          7   https://letterboxd.com/ssriot/film/klondike-2022/
Rob Starzec         7   https://letterboxd.com/robstareviews/film/klondike-2022/
Alex Fields         7   https://letterboxd.com/afields9/film/klondike-2022/
Carissa             7
Alisa               7
Andrea Asuaje       6   https://letterboxd.com/aasuaje/film/klondike-2022/
Marco Andre         6   https://letterboxd.com/marcoandre/film/klondike-2022/
Ryan Oliveira       6
eparodi             6
Matt Neglia         6
Maura Fallon        6   https://letterboxd.com/maurafallon/film/klondike-2022/
Johann Rucker       6   https://letterboxd.com/_ruckerish/film/klondike-2022/
bdykeman            6
Ilia Ginzburg       6   https://letterboxd.com/iliagin/film/klondike-2022/
efeozbakan9         6
Robert Lalonde      6
Raul Alejandro Mendoza Diaz 6
La Revolver Perez   6
Jeremy Heilman      6
Cata Acebal         6
Fenuguu             6   https://letterboxd.com/fenuguu/film/klondike-2022/
xan_y               6
James Risk          6
Artem Makarskiy     5
kstroom             5
Ryan                5
amesbakes           5
Axel Knight         5
Arda Günaydın       5
ambermmace          4
Priyanka            4
filmvixen           4
kerem_akca          4

"Leonor Will Never Die" (Martika Ramirez Escobar, Phil) [World Dramatic]
#letterboxd
pat kay             10
athenaczarina       10   https://letterboxd.com/athenaczarina/film/leonor-will-never-die/
Vico Domingo        10   https://letterboxd.com/alalahaninkita/film/leonor-will-never-die/
selene              10   https://letterboxd.com/seleneeeeeee/film/leonor-will-never-die/
JulioV              10
Engelbert Rafferty  10
Liz_Martinson       10
andrei              10   https://letterboxd.com/minwon/film/leonor-will-never-die/
chad                10
jt trinidad         10
ryan                10
ciacori             10
Jason Tan Liwag     10
Ryan Oquiza         10
caseyhodgkinson     10
Marya E. Gates      9   https://letterboxd.com/oldfilmsflicker/film/leonor-will-never-die/
Bobby Harris        9   https://letterboxd.com/rygarfrost/film/leonor-will-never-die/
Frances Grace Mortel 9   https://letterboxd.com/francesmortel/film/leonor-will-never-die/
abby @abysmaletra   9   https://letterboxd.com/artistisdead/film/leonor-will-never-die/
eLOUsiv             9
rileymcmackin       9
maya shimron        8   https://letterboxd.com/mayashimron/film/leonor-will-never-die/
theansvan           8
Roberta             8
twotones            8
ChefPablo           8   https://letterboxd.com/chefpablo/film/leonor-will-never-die/
Bobby Lowery        8   https://letterboxd.com/betteronfilmm/film/leonor-will-never-die/
elmorales           8   https://letterboxd.com/elmorales/film/leonor-will-never-die/
Nico Quincke        8
Leonora Anne Mint   8
Tim Schwagel        8   https://letterboxd.com/toastdispenser/film/leonor-will-never-die/
ianvilla            8
MacDeMarcosDick     8   https://letterboxd.com/macdemarcosdick/film/leonor-will-never-die/
Toto Sripunvoraskul 8
lilian              8   https://letterboxd.com/lalaiand/film/leonor-will-never-die/
Jim P.              8   https://letterboxd.com/jplorapa/film/leonor-will-never-die/
romyohh             8
diana del valle     8   https://letterboxd.com/ssecnirpdiana/film/leonor-will-never-die/
Joshua Albeza Branstetter 8   https://letterboxd.com/branstetter87/film/leonor-will-never-die/
Mike Costa          8
Rayhunnit           8
baolinhkn           8
marian              8   https://letterboxd.com/marianf13/film/leonor-will-never-die/
LinusMxx            8   https://letterboxd.com/linusmxx/film/leonor-will-never-die/
w3irdfish3s         8
Jay                 8
rbasmayor           8   https://letterboxd.com/rbasmayor/film/leonor-will-never-die/
carter              8
geezern             8
aprilalelirose      8   https://letterboxd.com/aprilalelirose/film/leonor-will-never-die/
connor_nielson      8
John Tawasil        8   https://letterboxd.com/jrtawasil/film/leonor-will-never-die/
Annie Westside      8
Austin Geter        8
Priyanka            8
Connor_B            8
donjaucian          8
Alex Billington     7   https://letterboxd.com/firstshowing/film/leonor-will-never-die/
tishzka             7
Sebby               7
Chase Burns         7
Wilson Reyes        7
Kyle Donovan        7   https://letterboxd.com/kylein24fps/film/leonor-will-never-die/
Bryce Hays          7
Christopher Cross   7   https://letterboxd.com/hammerkop/film/leonor-will-never-die/
karlngarcia         7   https://letterboxd.com/karlngarcia/film/leonor-will-never-die/
Matheus Costa       7
Katrina Peralta     7   https://letterboxd.com/clairefoy/film/leonor-will-never-die/
Chico Fireman       7
Roger Manuel        7
Cam_W               7
miguellugtu         7   https://letterboxd.com/miguellugtu/film/leonor-will-never-die/
Joey Singer         7   https://letterboxd.com/joeydoesntsing/film/leonor-will-never-die/
YMS_adum            7
Jordan              7
Sylvia Lee          7
Sam Baum            7   https://letterboxd.com/bamsaum/film/leonor-will-never-die/
YMSNotOfficialU     7
Adam Barker         7
aNegativeEffort     7
mjfilms             7   https://letterboxd.com/mjfilms/film/leonor-will-never-die/
Michael Dietrich    7   https://letterboxd.com/mddietrich/film/leonor-will-never-die/
Eric Pick           7
MoonfallFan1969     7
Allen Longstreet    7   https://letterboxd.com/allenlongstreet/film/leonor-will-never-die/
Michael Cook        7   https://letterboxd.com/thoroughlyme/film/leonor-will-never-die/
neekboyz            7
awinsten            7   https://letterboxd.com/awinsten/film/leonor-will-never-die/
Joey Gentile        7   https://letterboxd.com/jgentile8/film/leonor-will-never-die/
Dan                 7
Hector Ha 🇵🇷        6
Monica Castillo     6
Jamison scott       6   https://letterboxd.com/edjam/film/leonor-will-never-die/
vmn_three           6
Xiphora             6   https://letterboxd.com/xiphora/film/leonor-will-never-die/
acngbg              6
Graham Jones: Sundance Baby 6
Joshua              6   https://letterboxd.com/qured/film/leonor-will-never-die/
Jacob               6   https://letterboxd.com/amandaayoung/film/leonor-will-never-die/
Thomas Paden        6   https://letterboxd.com/thomas_paden/film/leonor-will-never-die/
Justin              6
whipstaff_manor     6   https://letterboxd.com/whipstaff_manor/film/leonor-will-never-die/
Sean Boelman        6
markt84             6
George              6
Ryan Cooley         6
hoeht               6
Raven               6   https://letterboxd.com/ravenembers/film/leonor-will-never-die/
Christian Ubillus   6
AGG                 6
Gregory Walters     6
Jeremy Aguilera-Gaudette 6
VadimBogdanov       5
NerdSoupAaron       5
Benjamin Leonard    5   https://letterboxd.com/bjl1313/film/leonor-will-never-die/
Arda Günaydın       5
Kevin Eyman         5
Morgan              5   https://letterboxd.com/msmlroberts/film/leonor-will-never-die/
Gonzalo Ch.         5
parker              5
James Risk          5
bort8               4
Jeremy Heilman      4   https://letterboxd.com/jeremyheilman/film/leonor-will-never-die/
mrbusse             3   https://letterboxd.com/mrbusse/film/leonor-will-never-die/
Christopher Haskell 3   https://letterboxd.com/haskellch/film/leonor-will-never-die/
Joe Schmoe          3
bryanrusso          3
Patrick Devitt      3

"Mars One (Marte Um)" (Gabriel Martins, Bra) [World Dramatic]
Jonathan Romney         https://www.screendaily.com/reviews/mars-one-sundance-review/5166633.article
John Fink             B+  https://thefilmstage.com/sundance-review-mars-one-is-an-impactful-work-of-social-realism/
#letterboxd
egardizi            10   https://letterboxd.com/egardizi/film/mars-one/
megan               10   https://letterboxd.com/meggamino/film/mars-one/
ParisGonzo          10
marleni             10
João Gabriel Riveres 10
Roger Manuel        10
spacecatz           10   https://letterboxd.com/spacecatz/film/mars-one/
michaelsouzza       10
Drew Gregory        10   https://letterboxd.com/drewgregory/film/mars-one/
Paula C Ferraz      10
lauren              9   https://letterboxd.com/laughinglauren1/film/mars-one/
Nick Bachan         9
natedoc             9   https://letterboxd.com/natedoc/film/mars-one/
Diogo Brüggemann    9   https://letterboxd.com/deltanz/film/mars-one/
gabi 🇧🇷             9   https://letterboxd.com/goobalicious/film/mars-one/
Tiago Ribeiro       9
Ryan                9   https://letterboxd.com/rkilkenny/film/mars-one/
james💫              9   https://letterboxd.com/cineaccess/film/mars-one/
Saminoot            9   https://letterboxd.com/saminoot/film/mars-one/
Jordan              9
Cheyenne            8
Carissa             8
Josh                8   https://letterboxd.com/joshmovie/film/mars-one/
daniel              8
PedroCardote        8
Xander Struntz      8
Giovanna Torres     8   https://letterboxd.com/giotorres/film/mars-one/
Britt Withers       8   https://letterboxd.com/bwithers18/film/mars-one/
Rob Starzec         8   https://letterboxd.com/robstareviews/film/mars-one/
Dave Baxter         8   https://letterboxd.com/davebaxter/film/mars-one/
Shayna Maci         8   https://letterboxd.com/shaynamaci/film/mars-one/
Maddy Szmidt        8
Li Lai              8   https://letterboxd.com/mediaversityrev/film/mars-one/
Marya E. Gates      8   https://letterboxd.com/oldfilmsflicker/film/mars-one/
jennathebean        8
acngbg              8
beenit              8
mari⚘💫☁️            8   https://letterboxd.com/maribear/film/mars-one/
Chris 🦑             8   https://letterboxd.com/dirkbogarde/film/mars-one/
Megpocket           8   https://letterboxd.com/megpocket/film/mars-one/
cose                8
J.P. Vitale         7   https://letterboxd.com/jpvitale/film/mars-one/
Rodrigo Santos      7
jing @ 🌞💃🏻          7   https://letterboxd.com/12angrychalamet/film/mars-one/
John V.             7
David Daniell       7   https://letterboxd.com/flooofy/film/mars-one/
KK Slider           7   https://letterboxd.com/kazembe29/film/mars-one/
andré               7
Reyzando Nawara     7   https://letterboxd.com/reyzando/film/mars-one/
cinemuach           7
James Risk          7
LV Taylor           7
judithangulo        7
Lukasz Mankowski    7   https://letterboxd.com/filmoradar/film/mars-one/
Priyanka            7
Cecilia Barroso     7
yung_neil           7
Andrew              7   https://letterboxd.com/filmguru01/film/mars-one/
crawfather          7
Jason Smith         7
Sean Boelman        7
Bryce Hays          7
Christopher Cross   7   https://letterboxd.com/hammerkop/film/mars-one/
CaponeFilms         7
Raul Alejandro Mendoza Diaz 7   https://letterboxd.com/thenerdychicano/film/mars-one/
Eren Odabasi        6
Luke                6
Julian              6
Sebastian           6
Josie Marie         6
Matheus Costa       6
Matt Oakes          6
Matt Neglia         6
tishzka             6
Pema                6   https://letterboxd.com/mowth/film/mars-one/
Rylan California    6   https://letterboxd.com/rylancalifornia/film/mars-one/
stonecoldkiefer     6
Adrian Barber       6   https://letterboxd.com/boltonfilmfest/film/mars-one/
CriticswoCred       6
DavidHatkoff        6
Robert Quiroz       6   https://letterboxd.com/rquiroz6/film/mars-one/
Connor_B            6
violet              6   https://letterboxd.com/virtualvolt/film/mars-one/
Jonny Diaz          6
Michel Simões       6
JacobStolworthy     6   https://letterboxd.com/jacobstolworthy/film/mars-one/
Eden                6   https://letterboxd.com/cinema4culture/film/mars-one/
Mauricio Ribeiro    6   https://letterboxd.com/marfil/film/mars-one/
laslo rojas         6
Chico Fireman       6   https://letterboxd.com/chicofireman/film/mars-one/
Ktaud               5   https://letterboxd.com/ktaud/film/mars-one/
Sean Hillary        5   https://letterboxd.com/seanmovieman/film/mars-one/
Mason Malmed        5
Xiphora             5
Jeremy Heilman      5   https://letterboxd.com/jeremyheilman/film/mars-one/
April Bethea        4
Arda Günaydın       4
kerem_akca          4
ajstellaa           4
Javier Chavez       4
Trunnie 🔜 Sundance  4

"Utama" (Alejandro Loayza Grisi, Bolivia) [World Dramatic]
#letterboxd
foulepierrot        7
James Risk          6

"You Won't Be Alone" (Goran Stolevski) [World Dramatic]
#letterboxd
Juan                10
Clint Worthington   10
mantrae             9
loquaciousmuse      8
katie janx          8   https://letterboxd.com/katiejanx/film/you-wont-be-alone/
Shaun Munro         7
Marco Cerritos      7
Dan Solo            7   https://letterboxd.com/danwyatt/film/you-wont-be-alone/
Amaury Oliveira     6
James Risk          3


WORLD CINEMA DOCUMENTARY COMPETITION

"All That Breathes" (Shaunak Sen) [World Documentaries]
#letterboxd
Pramit              10   https://letterboxd.com/pramitheus/film/all-that-breathes/
Justin Zay          10   https://letterboxd.com/justinzay/film/all-that-breathes/
Robert Daniels      9   https://letterboxd.com/812filmreviews/film/all-that-breathes/
Kyle Porter         9   https://letterboxd.com/kyports/film/all-that-breathes/
Adrian Barber       9   https://letterboxd.com/boltonfilmfest/film/all-that-breathes/
JonOsmond           9
Courtney Thurston   9   https://letterboxd.com/cthurston97/film/all-that-breathes/
humzaakbar          8
Matt Neglia         8   https://letterboxd.com/nextbestpicture/film/all-that-breathes/
<Todd>              8   https://letterboxd.com/juggernaut323/film/all-that-breathes/
VadimBogdanov       8   https://letterboxd.com/vadimbogdanov/film/all-that-breathes/
Jordan Raup         8
Gyani Wasp          8   https://letterboxd.com/gyaniwasp/film/all-that-breathes/
Christopher Cross   8   https://letterboxd.com/hammerkop/film/all-that-breathes/
margot              7   https://letterboxd.com/gayartkid/film/all-that-breathes/
robbiez666          7   https://letterboxd.com/robbiez666/film/all-that-breathes/
SWICE               6
Matt Zinnecker      6
McKenna Nalow       6   https://letterboxd.com/mickeytrn/film/all-that-breathes/
Abbeth              6
Bobby Harris        6
Andrew Mickelson    5
Evan Kraft          5   https://letterboxd.com/theelk/film/all-that-breathes/
Xiphora             4
Jeremy Heilman      3   https://letterboxd.com/jeremyheilman/film/all-that-breathes/
russbuss1           2   https://letterboxd.com/russbuss1/film/all-that-breathes/

"Calendar Girls" (Love Martinsen, Maria Loohufvud) [World Documentaries]
#letterboxd
Nathan_S            8   https://letterboxd.com/latkeloco1252/film/calendar-girls-2022/
blake               8
mckenna             7
James Risk          7
meredithfarina      6   https://letterboxd.com/meredithfarina/film/calendar-girls-2022/

"A House Made of Splinters" (Simon Lereng Wilmont) [World Documentaries]
#letterboxd

"Midwives" (Hnin Ei Hlaing) [World Documentaries]
#letterboxd
katie514            10
Ewan Graf           7
James Risk          7
Patrick Devitt      3

"The Mission" (Tania Anderson) [World Documentaries]
#letterboxd
Josh Encinias       6
James Risk          5
Marco Cerritos      4
Patrick Devitt      3

"Nothing Compares" (Kathryn Ferguson) [World Documentaries]
Fionnuala Halligan      https://www.screendaily.com/reviews/nothing-compares-sundance-review/5166780.article
Jordan Hoffman    6    https://www.theguardian.com/film/2022/jan/21/nothing-compares-review-poignant-if-limited-sinead-oconnor-documentary
Steve Pond              https://www.thewrap.com/nothing-compares-review-sinead-oconnor-documentary/
#letterboxd
Allison M. 🌱        10
slice1              10   https://letterboxd.com/slice1/film/nothing-compares/
yung_neil           10
celine18            10   https://letterboxd.com/celine18/film/nothing-compares/
CybilBennet         10
caliaga45           9
Jason               9   https://letterboxd.com/silverbullets/film/nothing-compares/
julia               9
